release_date,acousticness,danceability,energy,instrumentalness,liveness,valence,speechiness
1953,0.8815235868448099,0.4521624871531346,0.27043019527235357,0.3332051319390202,0.20959616306954437,0.43782219938335043,0.1229702295306612
1954,0.8680157158836689,0.46377016219239375,0.26663687080536913,0.2862077995106264,0.2220054250559284,0.4470331375838926,0.11623928970917226
1955,0.8643539812724588,0.4863872754122569,0.2926855820822053,0.23332707771843464,0.23009025350726064,0.480005931577652,0.10998880137829191
1956,0.8270108160432766,0.4987624162802679,0.3180981581658939,0.21171068183925812,0.20332612055641422,0.5307262493560021,0.09186226172076249
1957,0.8152160422163588,0.4977632981530343,0.30789479947229553,0.21976638410026383,0.1931076517150396,0.5338522955145119,0.07580923482849604
1958,0.8036731753336401,0.48609284399447766,0.31440513115508517,0.2041161958076392,0.21316603773584905,0.5142488725264611,0.08428838011965024
1959,0.800868667477338,0.47996803006853855,0.33214513376077826,0.19653285648021224,0.20509135529515807,0.5030141941189477,0.07505443289851868
1960,0.7544517712914834,0.49840943622550976,0.351134756097561,0.1863172206117553,0.21313382646941223,0.5375965213914434,0.09814170331867253
1961,0.7821948104355144,0.49286438039133185,0.3467257622554176,0.23880215032821375,0.20846947191247633,0.5384513570376604,0.06898462023984851
1962,0.7564754961965641,0.489480063923292,0.3676217439073112,0.18247709653415903,0.21758421893727525,0.548870275669197,0.08717558929284859
1963,0.7578583849627456,0.49221072476857075,0.3685381440505757,0.2058605489433281,0.21094653420636714,0.5573987356062317,0.060582027545721374
1964,0.7341698715771812,0.4987953229865772,0.3927445994127517,0.1639595086262584,0.21663433305369126,0.5764163800335571,0.06457206375838925
1965,0.6798283360576923,0.4978930192307693,0.4329324128846154,0.15551983216923077,0.21622988461538464,0.5830723846153846,0.06605125
1966,0.6273811091329041,0.5038351382052253,0.43638468761832644,0.10904705708443772,0.21004608102991293,0.58215365391897,0.05791158652025748
1967,0.5980728476868686,0.5057336565656566,0.4410364545454546,0.11388611883838384,0.20792129292929293,0.5665252323232323,0.08418361616161617
1968,0.5754022902849493,0.5038809141327213,0.45494006693440425,0.11242429515203672,0.22424165232358004,0.5742213233887933,0.09420051635111876
1969,0.5540641553854875,0.48996156462585033,0.4561679648526077,0.12085026916477702,0.20689408541194254,0.5579982558578988,0.07180995842781557
1970,0.5414014471829726,0.5002095510642104,0.46887385262028264,0.11300632402432481,0.2189675549991057,0.5700703988553031,0.07650990878197103
1971,0.5389232012910324,0.5011479919310472,0.47743526499174765,0.11703541844856043,0.2131164863377957,0.568006235099945,0.07797115349348982
1972,0.554532875966989,0.5137843281093698,0.4771930626875625,0.10778488888129377,0.2185227242414138,0.5759125208402801,0.0949783261087029
1973,0.5126312783213723,0.5161078067565202,0.5053289305093646,0.10086342761421319,0.23022616838788726,0.5747140906704009,0.1190152809382111
1974,0.5225319965462861,0.5151562056457972,0.49310725595331967,0.11028112208011355,0.21885827156599905,0.5787123135152183,0.09285615833464753
1975,0.5047588170123792,0.5213626056763285,0.49406209993961353,0.09343270339522947,0.21497309782608695,0.572334329710145,0.0992719806763285
1976,0.48418391479210826,0.523397554214903,0.5111463541496821,0.10746616251263655,0.2233056448720039,0.5782939996738953,0.08203505625305722
1977,0.48078499862042917,0.5348406467210638,0.5065593363553944,0.0958067101344817,0.22372831671199758,0.5792834542157752,0.12158147476579027
1978,0.4541028518785549,0.535889623366641,0.5276719907763259,0.08367262101767871,0.2322588931591084,0.5888093620292083,0.11280814757878554
1979,0.4303901799664967,0.5639335469774217,0.5463534770575382,0.08729165500072833,0.2291110415149308,0.6106360815731974,0.1474131536780772
1980,0.4281689340380219,0.5590156659848393,0.5344170833834677,0.08662349884851402,0.22579176994344843,0.5937795211165925,0.15407857056912524
1981,0.4138205165246373,0.5589433145993988,0.54495275454189,0.09050293140765912,0.2348836361259966,0.5944268984446478,0.15112187949287675
1982,0.4201211879430086,0.5740020675944334,0.5418244477137177,0.07102621836050364,0.22991950960901258,0.5914195228628231,0.15920652087475148
1983,0.424740009791141,0.5663981216708719,0.5266164087468461,0.09521822482898794,0.2302650967199327,0.5807327726380712,0.16327408186150827
1984,0.40783863635360534,0.575877970233513,0.5544932371054657,0.07834631241981012,0.2374115345137285,0.5765418308955607,0.18102793174236592
1985,0.39702361506904854,0.5656437602939313,0.5586533406816167,0.06912360635879894,0.21879257063220575,0.5796174965159002,0.13681885214747244
1986,0.41357625887718513,0.5661260085163604,0.5534627140295831,0.07482104535186014,0.2278850627521291,0.5821053675481846,0.12616373823397578
1987,0.3759619030439967,0.5597731369977346,0.5647363145343985,0.08153968551090975,0.21189853344461668,0.5703841421247169,0.1138843209729343
1988,0.3985056056639051,0.54871328929691,0.5550928851321093,0.08714793621361398,0.21747730631437528,0.5627285613524406,0.09631343484102105
1989,0.3938303409732335,0.561413496051687,0.5598199876935699,0.07903748780842991,0.2262285098964209,0.5736758568351964,0.12069041123987284
1990,0.39204014803391163,0.5575939331569146,0.5556691208468097,0.07648092820346956,0.2173211114378124,0.5708561991571107,0.08497268450455749
1991,0.3964306410482244,0.562795560936239,0.5404195641646489,0.08420186808111381,0.2125600585149314,0.5668603611783697,0.10241354923325263
1992,0.38263361594524636,0.5644971727227477,0.5517760318566451,0.07509608602687905,0.22287416525634643,0.570251368840219,0.11551949228471876
1993,0.3805972414775313,0.5755312997724688,0.5518776734926053,0.06713967431029579,0.20747992036405008,0.5844718572241182,0.08604778156996587
1994,0.37476588024356106,0.5683096304591265,0.5543570026409108,0.07461042739828294,0.21347613848450914,0.5643705785740948,0.09753647816349384
1995,0.3655088942455353,0.5682943663186956,0.5667365033474248,0.07541993879820551,0.2140569321024933,0.567794159261496,0.09799750668622208
1996,0.36208014058716204,0.575762871122906,0.5724527210150937,0.07607563397412506,0.21764587825510034,0.5667887427434068,0.09615265383977442
1997,0.35687834903150056,0.5776256943882095,0.5931561929872864,0.06905008293869949,0.22003188922179934,0.5702954247307475,0.10888523767106649
1998,0.3422349638670405,0.5823244213055666,0.6086246331597918,0.06992846556267521,0.21855173408089706,0.5705104365238286,0.09669899879855827
1999,0.3338404011558795,0.5829888977891702,0.6208414363184876,0.06667811964033964,0.2191969961550785,0.5682534444088433,0.10290988465235502
2000,0.3201818341193595,0.5899806272330289,0.631703286529046,0.05907224757840413,0.21734414450178643,0.5739872700807198,0.08373987031890961
2001,0.3171812316737843,0.5889921339027415,0.6412745364788538,0.05823493284749966,0.20736073839371816,0.5712075216972036,0.07301205400192864
2002,0.3325319747494087,0.5889617186620114,0.6290093817547021,0.055292771589142926,0.21351120621691633,0.5625876010812028,0.08097070616060367
2003,0.3181189207917174,0.5921084287454325,0.6386026967478685,0.04912389064190013,0.211848574908648,0.5661565773447015,0.08564270401948844
2004,0.3023944540903686,0.5858579613014809,0.654525805891255,0.06088817610204302,0.2116073613663388,0.5617982596476057,0.08147028429358988
2005,0.30686704229423056,0.5903582251326635,0.6490119455797675,0.060237440250649206,0.2005335294117647,0.5591676301230665,0.07425508637236083
2006,0.30609261670894755,0.5911914638327048,0.6582046451834076,0.05007841846303279,0.20665791338132786,0.5653642555136555,0.08099013826991201
2007,0.3102540075610034,0.5906108893956671,0.65824419327252,0.052330138990877996,0.21521320410490308,0.5575755803876853,0.08066108323831243
2008,0.31143235977866995,0.589765873996294,0.6607789812023883,0.05630992744080709,0.2122540951204447,0.5676340961498868,0.07780808112003294
2009,0.3078526036599604,0.5939536120087563,0.6636646286458876,0.058635404425101637,0.21138215365370583,0.5586468685499844,0.0850893880954863
2010,0.30521958100135455,0.5980775659060122,0.651993475544441,0.05711091354589976,0.20904742106908408,0.5531518818380744,0.0782887881629676
2011,0.30403254513675304,0.5882430281762824,0.6584195078955517,0.07500877477139023,0.20653754773454433,0.5408134193415213,0.07839075239962845
2012,0.27849941241995074,0.5919740147783251,0.6753453920258621,0.08854932027606732,0.21098041871921183,0.5388953858784894,0.07988668924466338
2013,0.27293760742919393,0.5910192384200057,0.677662807521076,0.1138944814331723,0.2092961447380885,0.5163033996400492,0.08248841526948944
2014,0.28685187889975117,0.5988878865979381,0.6697733570654106,0.09489109908638464,0.21448927301813012,0.5279076626377533,0.08337476892996801
2015,0.3003047799990558,0.5957923803229156,0.6460786407799074,0.10174541899537343,0.20854546312907185,0.5086672580492871,0.08505499952790105
2016,0.28066873096724715,0.6041403681313724,0.6594370378507625,0.08658524279617433,0.21016524406749074,0.4949543363710187,0.09510230082107733
2017,0.27854671498533723,0.624972181211447,0.6597300142178177,0.08922785000808979,0.20073649509556074,0.4939654941854586,0.10051705935888361
2018,0.2784463947759693,0.6345097476225311,0.6522020264356254,0.09839807736832479,0.19821556327724943,0.4832510205742501,0.1082122531089978
2019,0.293901519377677,0.6497241034685479,0.6370655286386159,0.08142802084320148,0.1899710758377425,0.4942116603678508,0.11116824556983287
2020,0.2717496021137978,0.6571294754968788,0.6396687736672169,0.11308897478653943,0.19296848676185693,0.5017124524646625,0.11227856066585348
2021,0.2786450604203152,0.6715305046967044,0.6179980756249005,0.11941084465690176,0.17257234516796688,0.5062275290558829,0.13041630313644326
